0,404.0,404.0
1,405.0,405.0
2,406.0,406.0
3,407.0,407.0
4,408.0,408.0
5,410.0,410.0
6,411.0,411.0
7,399.0,399.0
8,391.0,391.0
9,375.0,375.0
10,378.0,378.0
11,381.0,381.0
12,385.0,385.0
13,400.0,400.0
14,397.0,397.0
15,395.0,395.0
16,387.0,387.0
17,389.0,389.0
18,391.0,391.0
19,393.0,393.0
20,387.0,387.0
21,395.0,395.0
22,388.0,388.0
23,385.0,385.0
24,383.0,383.0
25,381.0,381.0
26,380.0,380.0
27,380.0,380.0
28,381.0,381.0
29,376.0,376.0
30,378.0,378.0
31,382.0,382.0
32,386.0,386.0
33,390.0,390.0
34,400.0,400.0
35,397.0,397.0
36,399.0,399.0
37,390.0,390.0
38,387.0,387.0
39,384.0,384.0
40,381.0,381.0
41,380.0,380.0
42,379.0,379.0
43,381.0,381.0
44,380.0,380.0
45,383.0,383.0
46,386.0,386.0
47,389.0,389.0
48,386.0,386.0
49,385.0,385.0
50,394.0,394.0
51,407.0,407.0
52,405.0,405.0
53,404.0,404.0
54,403.0,403.0
55,403.0,403.0
56,387.0,387.0
57,385.0,385.0
58,381.0,381.0
59,380.0,380.0
60,380.0,380.0
61,380.0,380.0
62,374.0,374.0
63,369.0,369.0
64,369.0,369.0
65,374.0,374.0
66,375.0,375.0
67,376.0,376.0
68,378.0,378.0
69,377.0,377.0
70,366.0,366.0
71,356.0,356.0
72,370.0,370.0
73,366.0,366.0
74,363.0,363.0
75,360.0,360.0
76,360.0,360.0
77,360.0,360.0
78,357.0,357.0
79,355.0,355.0
80,354.0,354.0
81,353.0,353.0
82,352.0,352.0
83,365.0,365.0
84,370.0,370.0
85,365.0,365.0
86,360.0,360.0
87,361.0,361.0
88,363.0,363.0
89,365.0,365.0
90,350.0,350.0
91,345.0,345.0
92,334.0,334.0
93,320.0,320.0
94,320.0,320.0
95,320.0,320.0
96,320.0,320.0
97,316.0,316.0
98,301.0,301.0
99,281.0,281.0
100,298.0,298.0
101,299.0,299.0
102,300.0,300.0
103,301.0,301.0
104,297.0,297.0
105,310.0,310.0
106,318.0,318.0
107,335.0,335.0
108,338.0,338.0
109,341.0,341.0
110,345.0,345.0
111,340.0,340.0
112,334.0,334.0
113,331.0,331.0
114,329.0,329.0
115,321.0,321.0
116,314.0,314.0
117,307.0,307.0
118,318.0,318.0
119,330.0,330.0
120,342.0,342.0
121,346.0,346.0
122,348.0,348.0
123,351.0,351.0
124,353.0,353.0
125,356.0,356.0
126,356.0,356.0
127,349.0,349.0
128,344.0,344.0
129,344.0,344.0
130,344.0,344.0
131,344.0,344.0
132,352.0,352.0
133,353.0,353.0
134,355.0,355.0
135,365.0,365.0
136,365.0,365.0
137,365.0,365.0
138,365.0,365.0
139,360.0,360.0
140,347.0,347.0
141,345.0,345.0
142,347.0,347.0
143,346.0,346.0
144,345.0,345.0
145,345.0,345.0
146,345.0,345.0
147,350.0,350.0
148,345.0,345.0
149,348.0,348.0
150,347.0,347.0
151,347.0,347.0
152,347.0,347.0
153,345.0,345.0
154,345.0,345.0
155,339.0,339.0
156,330.0,330.0
157,330.0,330.0
158,330.0,330.0
159,331.0,331.0
160,334.0,334.0
161,343.0,343.0
162,340.0,340.0
163,342.0,342.0
164,342.0,342.0
165,343.0,343.0
166,344.0,344.0
167,333.0,333.0
168,334.0,334.0
169,331.0,331.0
170,335.0,335.0
171,335.0,335.0
172,335.0,335.0
173,335.0,335.0
174,326.0,326.0
175,330.0,330.0
176,322.0,322.0
177,323.0,323.0
178,322.0,322.0
179,321.0,321.0
180,321.0,321.0
181,313.0,313.0
182,316.0,316.0
183,308.0,308.0
184,310.0,310.0
185,308.0,308.0
186,307.0,307.0
187,306.0,306.0
188,298.0,298.0
189,295.0,295.0
190,297.0,297.0
191,295.0,295.0
192,295.0,295.0
193,295.0,295.0
194,296.0,296.0
195,296.0,296.0
196,300.0,300.0
197,297.0,297.0
198,299.0,299.0
199,297.0,297.0
200,295.0,295.0
201,293.0,293.0
202,291.0,291.0
203,288.0,288.0
204,282.0,282.0
205,283.0,283.0
206,281.0,281.0
207,279.0,279.0
208,278.0,278.0
209,276.0,276.0
210,274.0,274.0
211,272.0,272.0
212,271.0,271.0
213,269.0,269.0
214,267.0,267.0
215,265.0,265.0
216,260.0,260.0
217,252.0,252.0
218,250.0,250.0
219,253.0,253.0
220,251.0,251.0
221,250.0,250.0
222,249.0,249.0
223,253.0,253.0
224,250.0,250.0
225,250.0,250.0
226,257.0,257.0
227,255.0,255.0
228,253.0,253.0
229,251.0,251.0
230,251.0,251.0
231,254.0,254.0
232,249.0,249.0
233,247.0,247.0
234,247.0,247.0
235,247.0,247.0
236,248.0,248.0
237,250.0,250.0
238,251.0,251.0
239,252.0,252.0
240,246.0,246.0
241,245.0,245.0
242,245.0,245.0
243,245.0,245.0
244,245.0,245.0
245,242.0,242.0
246,243.0,243.0
247,242.0,242.0
248,243.0,243.0
249,244.0,244.0
250,245.0,245.0
251,247.0,247.0
252,255.0,255.0
253,248.0,248.0
254,246.0,246.0
255,245.0,245.0
256,244.0,244.0
257,243.0,243.0
258,242.0,242.0
259,235.0,235.0
260,231.0,231.0
261,232.0,232.0
262,231.0,231.0
263,230.0,230.0
264,230.0,230.0
265,235.0,235.0
266,241.0,241.0
267,239.0,239.0
268,222.0,222.0
269,216.0,216.0
270,211.0,211.0
271,206.0,206.0
272,207.0,207.0
273,204.0,204.0
274,198.0,198.0
275,196.0,196.0
276,202.0,202.0
277,208.0,208.0
278,214.0,214.0
279,205.0,205.0
280,205.0,205.0
281,213.0,213.0
282,211.0,211.0
283,209.0,209.0
284,207.0,207.0
285,205.0,205.0
286,200.0,200.0
287,204.0,204.0
288,209.0,209.0
289,202.0,202.0
290,205.0,205.0
291,208.0,208.0
292,212.0,212.0
293,220.0,220.0
294,238.0,238.0
295,227.0,227.0
296,220.0,220.0
297,222.0,222.0
298,224.0,224.0
299,227.0,227.0
300,221.0,221.0
301,234.0,234.0
302,222.0,222.0
303,229.0,229.0
304,230.0,230.0
305,232.0,232.0
306,233.0,233.0
307,235.0,235.0
308,235.0,235.0
309,233.0,233.0
310,219.0,219.0
311,217.0,217.0
312,216.0,216.0
313,215.0,215.0
314,213.0,213.0
315,200.0,200.0
316,206.0,206.0
317,208.0,208.0
318,213.0,213.0
319,218.0,218.0
320,223.0,223.0
321,216.0,216.0
322,210.0,210.0
323,206.0,206.0
324,204.0,204.0
325,201.0,201.0
326,199.0,199.0
327,197.0,197.0
328,195.0,195.0
329,195.0,195.0
330,195.0,195.0
331,196.0,196.0
332,200.0,200.0
333,204.0,204.0
334,208.0,208.0
335,205.0,205.0
336,195.0,195.0
337,195.0,195.0
338,195.0,195.0
339,195.0,195.0
340,195.0,195.0
341,195.0,195.0
342,192.0,192.0
343,189.0,189.0
344,180.0,180.0
345,185.0,185.0
346,182.0,182.0
347,179.0,179.0
348,177.0,177.0
349,173.0,173.0
350,175.0,175.0
351,175.0,175.0
352,165.0,165.0
353,161.0,161.0
354,157.0,157.0
355,154.0,154.0
356,152.0,152.0
357,150.0,150.0
358,148.0,148.0
359,145.0,145.0
360,146.0,146.0
361,147.0,147.0
362,149.0,149.0
363,153.0,153.0
364,153.0,153.0
365,153.0,153.0
381,283.30916981441095,183.87096774193546
411,294.46552288384578,234.32142857142858
441,308.11723762748335,254.51612903225808
471,318.4697020539943,233.56666666666666
501,319.2009241187414,239.12903225806451
531,313.64018275085135,237.36666666666667
561,311.12249845665383,277.32258064516128
591,301.00288605924374,246.12903225806451
621,296.20513676286885,203.53333333333333
651,280.61169033544434,183.54838709677421
681,273.29265502091226,193.93333333333334
711,273.36802426054578,188.32258064516128
