0,218.0,218.0
1,219.0,219.0
2,220.0,220.0
3,221.0,221.0
4,210.0,210.0
5,210.0,210.0
6,206.0,206.0
7,206.0,206.0
8,205.0,205.0
9,205.0,205.0
10,205.0,205.0
11,201.0,201.0
12,198.0,198.0
13,200.0,200.0
14,201.0,201.0
15,202.0,202.0
16,203.0,203.0
17,205.0,205.0
18,216.0,216.0
19,221.0,221.0
20,226.0,226.0
21,209.0,209.0
22,207.0,207.0
23,205.0,205.0
24,204.0,204.0
25,210.0,210.0
26,215.0,215.0
27,212.0,212.0
28,209.0,209.0
29,207.0,207.0
30,205.0,205.0
31,203.0,203.0
32,203.0,203.0
33,199.0,199.0
34,200.0,200.0
35,203.0,203.0
36,202.0,202.0
37,201.0,201.0
38,200.0,200.0
39,200.0,200.0
40,199.0,199.0
41,201.0,201.0
42,203.0,203.0
43,201.0,201.0
44,200.0,200.0
45,199.0,199.0
46,198.0,198.0
47,197.0,197.0
48,196.0,196.0
49,197.0,197.0
50,197.0,197.0
51,197.0,197.0
52,197.0,197.0
53,197.0,197.0
54,194.0,194.0
55,195.0,195.0
56,193.0,193.0
57,193.0,193.0
58,193.0,193.0
59,193.0,193.0
60,191.0,191.0
61,188.0,188.0
62,188.0,188.0
63,199.0,199.0
64,198.0,198.0
65,197.0,197.0
66,197.0,197.0
67,194.0,194.0
68,199.0,199.0
69,197.0,197.0
70,197.0,197.0
71,199.0,199.0
72,202.0,202.0
73,205.0,205.0
74,216.0,216.0
75,213.0,213.0
76,205.0,205.0
77,212.0,212.0
78,214.0,214.0
79,216.0,216.0
80,218.0,218.0
81,220.0,220.0
82,210.0,210.0
83,218.0,218.0
84,210.0,210.0
85,211.0,211.0
86,213.0,213.0
87,215.0,215.0
88,210.0,210.0
89,214.0,214.0
90,217.0,217.0
91,218.0,218.0
92,221.0,221.0
93,225.0,225.0
94,229.0,229.0
95,232.0,232.0
96,240.0,240.0
97,253.0,253.0
98,249.0,249.0
99,249.0,249.0
100,249.0,249.0
101,250.0,250.0
102,242.0,242.0
103,243.0,243.0
104,242.0,242.0
105,244.0,244.0
106,244.0,244.0
107,245.0,245.0
108,246.0,246.0
109,253.0,253.0
110,243.0,243.0
111,239.0,239.0
112,241.0,241.0
113,242.0,242.0
114,243.0,243.0
115,245.0,245.0
116,245.0,245.0
117,246.0,246.0
118,248.0,248.0
119,250.0,250.0
120,251.0,251.0
121,253.0,253.0
122,254.0,254.0
123,256.0,256.0
124,257.0,257.0
125,259.0,259.0
126,261.0,261.0
127,267.0,267.0
128,274.0,274.0
129,281.0,281.0
130,272.0,272.0
